Bad Permutation	Even Permutation	ULL	URR	ULR	URL	List of cycle	Original Potential	ListOfPotentialAfteroneSwap	Potentialafter two swap
[4, 6, 5, 2, 1, 0, 3]	True	[2]	[]	[5, 6]	[1, 3]	[[0, 5, 2, 3, 6, 1, 4]]	8	[10, 10, 9]	[9, 12, 8, 9, 8, 9, 7, 10, 7]
[4, 6, 5, 2, 3, 1, 0]	True	[2]	[]	[5, 6]	[1, 3]	[[0, 6, 1, 5, 2, 3, 4]]	8	[10, 10, 9]	[9, 9, 8, 9, 8, 12, 7, 11, 10]
[5, 0, 1, 2, 4, 3, 6]	True	[1, 2]	[]	[]	[3]	[[0, 1, 2, 3, 5]]	6	[7, 7, 7]	[9, 7, 9, 9, 5, 9, 9, 5, 9]
[5, 0, 2, 3, 4, 1, 6]	True	[]	[]	[]	[1]	[[0, 1, 5]]	3	[3, 3, 3]	[5, 2, 5, 4, 5, 4, 4, 5, 4]
[5, 0, 2, 4, 1, 3, 6]	True	[]	[]	[4]	[1, 3]	[[0, 1, 4, 3, 5]]	4	[6, 6, 6]	[4, 4, 8, 8, 8, 7, 5, 5, 8]
[5, 0, 2, 6, 4, 3, 1]	True	[]	[]	[6]	[1, 3]	[[0, 1, 6, 3, 5]]	4	[6, 6, 6]	[8, 4, 4, 7, 8, 8, 8, 5, 5]
[5, 0, 3, 1, 4, 2, 6]	True	[1, 3]	[]	[]	[2]	[[0, 1, 3, 2, 5]]	6	[7, 7, 7]	[9, 7, 9, 9, 5, 9, 9, 5, 9]
[5, 0, 3, 4, 6, 2, 1]	True	[3]	[6]	[4]	[1, 2]	[[0, 1, 6, 4, 3, 2, 5]]	9	[10, 10, 11]	[8, 9, 9, 11, 8, 12, 9, 10, 14]
[5, 0, 3, 6, 1, 2, 4]	True	[3]	[4]	[6]	[1, 2]	[[0, 1, 4, 6, 3, 2, 5]]	9	[10, 10, 11]	[9, 9, 8, 12, 8, 11, 14, 10, 9]
[5, 0, 4, 2, 6, 3, 1]	True	[2]	[6]	[4]	[1, 3]	[[0, 1, 6, 4, 2, 3, 5]]	9	[10, 11, 10]	[8, 9, 9, 9, 10, 14, 11, 8, 12]
[5, 0, 4, 3, 1, 2, 6]	True	[]	[]	[4]	[1, 2]	[[0, 1, 4, 2, 5]]	4	[6, 6, 6]	[4, 4, 8, 5, 5, 8, 8, 8, 7]
[5, 0, 4, 6, 1, 3, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 4, 2, 6, 3, 5]]	7	[8, 9, 9]	[7, 7, 7, 8, 8, 8, 12, 8, 8]
[5, 0, 4, 6, 3, 2, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 6, 3, 4, 2, 5]]	7	[8, 9, 9]	[7, 7, 7, 8, 8, 12, 8, 8, 8]
[5, 0, 6, 2, 1, 3, 4]	True	[2]	[4]	[6]	[1, 3]	[[0, 1, 4, 6, 2, 3, 5]]	9	[10, 11, 10]	[9, 9, 8, 14, 10, 9, 12, 8, 11]
[5, 0, 6, 3, 4, 2, 1]	True	[]	[]	[6]	[1, 2]	[[0, 1, 6, 2, 5]]	4	[6, 6, 6]	[8, 4, 4, 8, 5, 5, 7, 8, 8]
[5, 0, 6, 4, 1, 2, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 4, 3, 6, 2, 5]]	7	[8, 9, 9]	[7, 7, 7, 12, 8, 8, 8, 8, 8]
[5, 0, 6, 4, 2, 3, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 1, 6, 2, 4, 3, 5]]	7	[8, 9, 9]	[7, 7, 7, 8, 8, 8, 8, 8, 12]
[5, 1, 0, 3, 4, 2, 6]	True	[]	[]	[]	[2]	[[0, 2, 5]]	3	[3, 3, 3]	[4, 5, 4, 5, 2, 5, 4, 5, 4]
[5, 1, 0, 4, 2, 3, 6]	True	[]	[]	[4]	[2, 3]	[[0, 2, 4, 3, 5]]	4	[6, 6, 6]	[8, 8, 7, 4, 4, 8, 5, 5, 8]
[5, 1, 0, 6, 4, 3, 2]	True	[]	[]	[6]	[2, 3]	[[0, 2, 6, 3, 5]]	4	[6, 6, 6]	[7, 8, 8, 8, 4, 4, 8, 5, 5]
[5, 1, 2, 0, 4, 3, 6]	True	[]	[]	[]	[3]	[[0, 3, 5]]	3	[3, 3, 3]	[4, 5, 4, 4, 5, 4, 5, 2, 5]
[5, 1, 2, 3, 0, 4, 6]	True	[]	[4]	[]	[]	[[0, 4, 5]]	4	[4, 4, 4]	[5, 5, 5, 5, 5, 5, 5, 5, 5]
[5, 1, 2, 3, 4, 6, 0]	True	[]	[6]	[]	[]	[[0, 6, 5]]	4	[4, 4, 4]	[5, 5, 5, 5, 5, 5, 5, 5, 5]
[5, 1, 2, 4, 0, 6, 3]	True	[]	[6]	[4]	[3]	[[0, 4, 3, 6, 5]]	5	[7, 7, 7]	[8, 8, 9, 8, 8, 9, 5, 5, 6]
[5, 1, 2, 4, 6, 3, 0]	True	[]	[6]	[4]	[3]	[[0, 6, 4, 3, 5]]	5	[7, 7, 7]	[8, 9, 8, 8, 9, 8, 5, 6, 9]
[5, 1, 2, 6, 0, 3, 4]	True	[]	[4]	[6]	[3]	[[0, 4, 6, 3, 5]]	5	[7, 7, 7]	[8, 9, 8, 8, 9, 8, 9, 6, 5]
[5, 1, 2, 6, 3, 4, 0]	True	[]	[4]	[6]	[3]	[[0, 6, 3, 4, 5]]	5	[7, 7, 7]	[9, 8, 8, 9, 8, 8, 6, 5, 5]
[5, 1, 3, 4, 0, 2, 6]	True	[3]	[]	[4]	[2]	[[0, 4, 3, 2, 5]]	5	[6, 6, 7]	[8, 8, 8, 8, 4, 8, 5, 7, 10]
[5, 1, 3, 6, 4, 2, 0]	True	[3]	[]	[6]	[2]	[[0, 6, 3, 2, 5]]	5	[6, 6, 7]	[8, 8, 8, 8, 4, 8, 10, 7, 5]
[5, 1, 4, 0, 3, 2, 6]	True	[]	[]	[4]	[2, 3]	[[0, 3, 4, 2, 5]]	4	[6, 6, 6]	[8, 8, 7, 5, 5, 8, 4, 4, 8]
[5, 1, 4, 2, 0, 3, 6]	True	[2]	[]	[4]	[3]	[[0, 4, 2, 3, 5]]	5	[6, 7, 6]	[8, 8, 8, 5, 7, 10, 8, 4, 8]
[5, 1, 4, 3, 0, 6, 2]	True	[]	[6]	[4]	[2]	[[0, 4, 2, 6, 5]]	5	[7, 7, 7]	[8, 8, 9, 5, 5, 6, 8, 8, 9]
[5, 1, 4, 3, 6, 2, 0]	True	[]	[6]	[4]	[2]	[[0, 6, 4, 2, 5]]	5	[7, 7, 7]	[8, 9, 8, 5, 6, 9, 8, 9, 8]
[5, 1, 6, 0, 4, 2, 3]	True	[]	[]	[6]	[2, 3]	[[0, 3, 6, 2, 5]]	4	[6, 6, 6]	[7, 8, 8, 8, 5, 5, 8, 4, 4]
[5, 1, 6, 2, 4, 3, 0]	True	[2]	[]	[6]	[3]	[[0, 6, 2, 3, 5]]	5	[6, 7, 6]	[8, 8, 8, 10, 7, 5, 8, 4, 8]
[5, 1, 6, 3, 0, 2, 4]	True	[]	[4]	[6]	[2]	[[0, 4, 6, 2, 5]]	5	[7, 7, 7]	[8, 9, 8, 9, 6, 5, 8, 9, 8]
[5, 1, 6, 3, 2, 4, 0]	True	[]	[4]	[6]	[2]	[[0, 6, 2, 4, 5]]	5	[7, 7, 7]	[9, 8, 8, 6, 5, 5, 9, 8, 8]
[5, 2, 0, 1, 4, 3, 6]	True	[1, 2]	[]	[]	[3]	[[0, 2, 1, 3, 5]]	6	[7, 7, 7]	[9, 5, 9, 9, 7, 9, 9, 5, 9]
[5, 2, 3, 0, 4, 1, 6]	True	[2, 3]	[]	[]	[1]	[[0, 3, 2, 1, 5]]	6	[7, 7, 7]	[9, 5, 9, 9, 5, 9, 9, 7, 9]
[5, 2, 3, 4, 6, 1, 0]	True	[2, 3]	[6]	[4]	[1]	[[0, 6, 4, 3, 2, 1, 5]]	10	[11, 11, 12]	[12, 9, 12, 12, 9, 12, 9, 11, 14]
[5, 2, 3, 6, 0, 1, 4]	True	[2, 3]	[4]	[6]	[1]	[[0, 4, 6, 3, 2, 1, 5]]	10	[11, 11, 12]	[12, 9, 12, 12, 9, 12, 14, 11, 9]
[5, 2, 4, 0, 6, 1, 3]	True	[2]	[6]	[4]	[1, 3]	[[0, 3, 6, 4, 2, 1, 5]]	9	[10, 11, 10]	[11, 8, 12, 9, 10, 14, 8, 9, 9]
[5, 2, 4, 1, 6, 3, 0]	True	[1, 2]	[6]	[4]	[3]	[[0, 6, 4, 2, 1, 3, 5]]	10	[11, 12, 11]	[12, 9, 12, 9, 11, 14, 12, 9, 12]
[5, 2, 4, 3, 0, 1, 6]	True	[2]	[]	[4]	[1]	[[0, 4, 2, 1, 5]]	5	[6, 7, 6]	[8, 4, 8, 5, 7, 10, 8, 8, 8]
[5, 2, 4, 6, 0, 3, 1]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 2, 1, 6, 3, 5]]	8	[9, 10, 10]	[10, 7, 7, 8, 9, 9, 12, 9, 8]
[5, 2, 4, 6, 3, 1, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 3, 4, 2, 1, 5]]	8	[9, 10, 10]	[11, 7, 10, 8, 9, 12, 9, 9, 8]
[5, 2, 6, 0, 3, 1, 4]	True	[2]	[4]	[6]	[1, 3]	[[0, 3, 4, 6, 2, 1, 5]]	9	[10, 11, 10]	[12, 8, 11, 14, 10, 9, 9, 9, 8]
[5, 2, 6, 1, 0, 3, 4]	True	[1, 2]	[4]	[6]	[3]	[[0, 4, 6, 2, 1, 3, 5]]	10	[11, 12, 11]	[12, 9, 12, 14, 11, 9, 12, 9, 12]
[5, 2, 6, 3, 4, 1, 0]	True	[2]	[]	[6]	[1]	[[0, 6, 2, 1, 5]]	5	[6, 7, 6]	[8, 4, 8, 10, 7, 5, 8, 8, 8]
[5, 2, 6, 4, 0, 1, 3]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 3, 6, 2, 1, 5]]	8	[9, 10, 10]	[10, 7, 11, 12, 9, 8, 8, 9, 9]
[5, 2, 6, 4, 1, 3, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 2, 1, 4, 3, 5]]	8	[9, 10, 10]	[7, 7, 10, 9, 9, 8, 8, 9, 12]
[5, 3, 0, 2, 4, 1, 6]	True	[2, 3]	[]	[]	[1]	[[0, 2, 3, 1, 5]]	6	[7, 7, 7]	[9, 5, 9, 9, 7, 9, 9, 5, 9]
[5, 3, 0, 4, 6, 1, 2]	True	[3]	[6]	[4]	[1, 2]	[[0, 2, 6, 4, 3, 1, 5]]	9	[10, 10, 11]	[11, 8, 12, 8, 9, 9, 9, 10, 14]
[5, 3, 0, 6, 2, 1, 4]	True	[3]	[4]	[6]	[1, 2]	[[0, 2, 4, 6, 3, 1, 5]]	9	[10, 10, 11]	[12, 8, 11, 9, 9, 8, 14, 10, 9]
[5, 3, 1, 0, 4, 2, 6]	True	[1, 3]	[]	[]	[2]	[[0, 3, 1, 2, 5]]	6	[7, 7, 7]	[9, 5, 9, 9, 5, 9, 9, 7, 9]
[5, 3, 1, 4, 6, 2, 0]	True	[1, 3]	[6]	[4]	[2]	[[0, 6, 4, 3, 1, 2, 5]]	10	[11, 11, 12]	[12, 9, 12, 12, 9, 12, 9, 11, 14]
[5, 3, 1, 6, 0, 2, 4]	True	[1, 3]	[4]	[6]	[2]	[[0, 4, 6, 3, 1, 2, 5]]	10	[11, 11, 12]	[12, 9, 12, 12, 9, 12, 14, 11, 9]
[5, 3, 2, 4, 0, 1, 6]	True	[3]	[]	[4]	[1]	[[0, 4, 3, 1, 5]]	5	[6, 6, 7]	[8, 4, 8, 8, 8, 8, 5, 7, 10]
[5, 3, 2, 6, 4, 1, 0]	True	[3]	[]	[6]	[1]	[[0, 6, 3, 1, 5]]	5	[6, 6, 7]	[8, 4, 8, 8, 8, 8, 10, 7, 5]
[5, 3, 4, 2, 6, 1, 0]	True	[2, 3]	[6]	[4]	[1]	[[0, 6, 4, 2, 3, 1, 5]]	10	[11, 12, 11]	[12, 9, 12, 9, 11, 14, 12, 9, 12]
[5, 3, 4, 6, 0, 1, 2]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 2, 6, 3, 1, 5]]	8	[9, 10, 10]	[10, 7, 11, 8, 9, 9, 12, 9, 8]
[5, 3, 4, 6, 1, 2, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 3, 1, 4, 2, 5]]	8	[9, 10, 10]	[7, 7, 10, 8, 9, 12, 9, 9, 8]
[5, 3, 6, 2, 0, 1, 4]	True	[2, 3]	[4]	[6]	[1]	[[0, 4, 6, 2, 3, 1, 5]]	10	[11, 12, 11]	[12, 9, 12, 14, 11, 9, 12, 9, 12]
[5, 3, 6, 4, 0, 2, 1]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 3, 1, 6, 2, 5]]	8	[9, 10, 10]	[10, 7, 7, 12, 9, 8, 8, 9, 9]
[5, 3, 6, 4, 2, 1, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 2, 4, 3, 1, 5]]	8	[9, 10, 10]	[11, 7, 10, 9, 9, 8, 8, 9, 12]
[5, 4, 0, 1, 6, 3, 2]	True	[1]	[6]	[4]	[2, 3]	[[0, 2, 6, 4, 1, 3, 5]]	9	[11, 10, 10]	[9, 10, 14, 8, 9, 9, 11, 8, 12]
[5, 4, 0, 3, 2, 1, 6]	True	[]	[]	[4]	[1, 2]	[[0, 2, 4, 1, 5]]	4	[6, 6, 6]	[5, 5, 8, 4, 4, 8, 8, 8, 7]
[5, 4, 0, 6, 2, 3, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 4, 1, 6, 3, 5]]	7	[9, 8, 9]	[8, 8, 8, 7, 7, 7, 12, 8, 8]
[5, 4, 0, 6, 3, 1, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 6, 3, 4, 1, 5]]	7	[9, 8, 9]	[8, 8, 12, 7, 7, 7, 8, 8, 8]
[5, 4, 1, 0, 6, 2, 3]	True	[1]	[6]	[4]	[2, 3]	[[0, 3, 6, 4, 1, 2, 5]]	9	[11, 10, 10]	[9, 10, 14, 11, 8, 12, 8, 9, 9]
[5, 4, 1, 2, 6, 3, 0]	True	[1, 2]	[6]	[4]	[3]	[[0, 6, 4, 1, 2, 3, 5]]	10	[12, 11, 11]	[9, 11, 14, 12, 9, 12, 12, 9, 12]
[5, 4, 1, 3, 0, 2, 6]	True	[1]	[]	[4]	[2]	[[0, 4, 1, 2, 5]]	5	[7, 6, 6]	[5, 7, 10, 8, 4, 8, 8, 8, 8]
[5, 4, 1, 6, 0, 3, 2]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 1, 2, 6, 3, 5]]	8	[10, 9, 10]	[8, 9, 9, 10, 7, 7, 12, 9, 8]
[5, 4, 1, 6, 3, 2, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 3, 4, 1, 2, 5]]	8	[10, 9, 10]	[8, 9, 12, 11, 7, 10, 9, 9, 8]
[5, 4, 2, 0, 3, 1, 6]	True	[]	[]	[4]	[1, 3]	[[0, 3, 4, 1, 5]]	4	[6, 6, 6]	[5, 5, 8, 8, 8, 7, 4, 4, 8]
[5, 4, 2, 1, 0, 3, 6]	True	[1]	[]	[4]	[3]	[[0, 4, 1, 3, 5]]	5	[7, 6, 6]	[5, 7, 10, 8, 8, 8, 8, 4, 8]
[5, 4, 2, 3, 0, 6, 1]	True	[]	[6]	[4]	[1]	[[0, 4, 1, 6, 5]]	5	[7, 7, 7]	[5, 5, 6, 8, 8, 9, 8, 8, 9]
[5, 4, 2, 3, 6, 1, 0]	True	[]	[6]	[4]	[1]	[[0, 6, 4, 1, 5]]	5	[7, 7, 7]	[5, 6, 9, 8, 9, 8, 8, 9, 8]
[5, 4, 3, 1, 6, 2, 0]	True	[1, 3]	[6]	[4]	[2]	[[0, 6, 4, 1, 3, 2, 5]]	10	[12, 11, 11]	[9, 11, 14, 12, 9, 12, 12, 9, 12]
[5, 4, 3, 6, 0, 2, 1]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 1, 6, 3, 2, 5]]	8	[10, 9, 10]	[8, 9, 9, 10, 7, 11, 12, 9, 8]
[5, 4, 3, 6, 2, 1, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 3, 2, 4, 1, 5]]	8	[10, 9, 10]	[8, 9, 12, 7, 7, 10, 9, 9, 8]
[5, 4, 6, 0, 2, 1, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 6, 2, 4, 1, 5]]	7	[9, 9, 8]	[8, 8, 12, 8, 8, 8, 7, 7, 7]
[5, 4, 6, 0, 3, 2, 1]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 4, 1, 6, 2, 5]]	7	[9, 9, 8]	[8, 8, 8, 12, 8, 8, 7, 7, 7]
[5, 4, 6, 1, 0, 2, 3]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 1, 3, 6, 2, 5]]	8	[10, 10, 9]	[8, 9, 9, 12, 9, 8, 10, 7, 7]
[5, 4, 6, 1, 2, 3, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 2, 4, 1, 3, 5]]	8	[10, 10, 9]	[8, 9, 12, 9, 9, 8, 11, 7, 10]
[5, 4, 6, 2, 0, 3, 1]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 1, 6, 2, 3, 5]]	8	[10, 10, 9]	[8, 9, 9, 12, 9, 8, 10, 7, 11]
[5, 4, 6, 2, 3, 1, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 2, 3, 4, 1, 5]]	8	[10, 10, 9]	[8, 9, 12, 9, 9, 8, 7, 7, 10]
[5, 6, 0, 1, 2, 3, 4]	True	[1]	[4]	[6]	[2, 3]	[[0, 2, 4, 6, 1, 3, 5]]	9	[11, 10, 10]	[14, 10, 9, 9, 9, 8, 12, 8, 11]
[5, 6, 0, 3, 4, 1, 2]	True	[]	[]	[6]	[1, 2]	[[0, 2, 6, 1, 5]]	4	[6, 6, 6]	[8, 5, 5, 8, 4, 4, 7, 8, 8]
[5, 6, 0, 4, 1, 3, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 6, 1, 4, 3, 5]]	7	[9, 8, 9]	[8, 8, 8, 7, 7, 7, 8, 8, 12]
[5, 6, 0, 4, 2, 1, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 2, 4, 3, 6, 1, 5]]	7	[9, 8, 9]	[12, 8, 8, 7, 7, 7, 8, 8, 8]
[5, 6, 1, 0, 3, 2, 4]	True	[1]	[4]	[6]	[2, 3]	[[0, 3, 4, 6, 1, 2, 5]]	9	[11, 10, 10]	[14, 10, 9, 12, 8, 11, 9, 9, 8]
[5, 6, 1, 2, 0, 3, 4]	True	[1, 2]	[4]	[6]	[3]	[[0, 4, 6, 1, 2, 3, 5]]	10	[12, 11, 11]	[14, 11, 9, 12, 9, 12, 12, 9, 12]
[5, 6, 1, 3, 4, 2, 0]	True	[1]	[]	[6]	[2]	[[0, 6, 1, 2, 5]]	5	[7, 6, 6]	[10, 7, 5, 8, 4, 8, 8, 8, 8]
[5, 6, 1, 4, 0, 2, 3]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 3, 6, 1, 2, 5]]	8	[10, 9, 10]	[12, 9, 8, 10, 7, 11, 8, 9, 9]
[5, 6, 1, 4, 2, 3, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 1, 2, 4, 3, 5]]	8	[10, 9, 10]	[9, 9, 8, 7, 7, 10, 8, 9, 12]
[5, 6, 2, 0, 4, 1, 3]	True	[]	[]	[6]	[1, 3]	[[0, 3, 6, 1, 5]]	4	[6, 6, 6]	[8, 5, 5, 7, 8, 8, 8, 4, 4]
[5, 6, 2, 1, 4, 3, 0]	True	[1]	[]	[6]	[3]	[[0, 6, 1, 3, 5]]	5	[7, 6, 6]	[10, 7, 5, 8, 8, 8, 8, 4, 8]
[5, 6, 2, 3, 0, 1, 4]	True	[]	[4]	[6]	[1]	[[0, 4, 6, 1, 5]]	5	[7, 7, 7]	[9, 6, 5, 8, 9, 8, 8, 9, 8]
[5, 6, 2, 3, 1, 4, 0]	True	[]	[4]	[6]	[1]	[[0, 6, 1, 4, 5]]	5	[7, 7, 7]	[6, 5, 5, 9, 8, 8, 9, 8, 8]
[5, 6, 3, 1, 0, 2, 4]	True	[1, 3]	[4]	[6]	[2]	[[0, 4, 6, 1, 3, 2, 5]]	10	[12, 11, 11]	[14, 11, 9, 12, 9, 12, 12, 9, 12]
[5, 6, 3, 4, 0, 1, 2]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 4, 3, 2, 6, 1, 5]]	8	[10, 9, 10]	[12, 9, 8, 10, 7, 7, 8, 9, 9]
[5, 6, 3, 4, 1, 2, 0]	True	[3]	[]	[4, 6]	[1, 2]	[[0, 6, 1, 4, 3, 2, 5]]	8	[10, 9, 10]	[9, 9, 8, 11, 7, 10, 8, 9, 12]
[5, 6, 4, 0, 1, 2, 3]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 6, 1, 4, 2, 5]]	7	[9, 9, 8]	[8, 8, 8, 8, 8, 12, 7, 7, 7]
[5, 6, 4, 0, 3, 1, 2]	True	[]	[]	[4, 6]	[1, 2, 3]	[[0, 3, 4, 2, 6, 1, 5]]	7	[9, 9, 8]	[12, 8, 8, 8, 8, 8, 7, 7, 7]
[5, 6, 4, 1, 0, 3, 2]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 4, 2, 6, 1, 3, 5]]	8	[10, 10, 9]	[12, 9, 8, 8, 9, 9, 10, 7, 11]
[5, 6, 4, 1, 3, 2, 0]	True	[1]	[]	[4, 6]	[2, 3]	[[0, 6, 1, 3, 4, 2, 5]]	8	[10, 10, 9]	[9, 9, 8, 8, 9, 12, 7, 7, 10]
[5, 6, 4, 2, 0, 1, 3]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 4, 2, 3, 6, 1, 5]]	8	[10, 10, 9]	[12, 9, 8, 8, 9, 9, 10, 7, 7]
[5, 6, 4, 2, 1, 3, 0]	True	[2]	[]	[4, 6]	[1, 3]	[[0, 6, 1, 4, 2, 3, 5]]	8	[10, 10, 9]	[9, 9, 8, 8, 9, 12, 11, 7, 10]
[6, 0, 1, 2, 4, 5, 3]	True	[1, 2]	[]	[]	[3]	[[0, 1, 2, 3, 6]]	6	[7, 7, 7]	[9, 9, 7, 9, 9, 5, 9, 9, 5]
[6, 0, 2, 3, 4, 5, 1]	True	[]	[]	[]	[1]	[[0, 1, 6]]	3	[3, 3, 3]	[5, 5, 2, 4, 4, 5, 4, 4, 5]
[6, 0, 2, 4, 1, 5, 3]	True	[]	[]	[4]	[1, 3]	[[0, 1, 4, 3, 6]]	4	[6, 6, 6]	[4, 8, 4, 8, 7, 8, 5, 8, 5]
[6, 0, 2, 5, 4, 1, 3]	True	[]	[]	[5]	[1, 3]	[[0, 1, 5, 3, 6]]	4	[6, 6, 6]	[8, 4, 4, 7, 8, 8, 8, 5, 5]
[6, 0, 3, 1, 4, 5, 2]	True	[1, 3]	[]	[]	[2]	[[0, 1, 3, 2, 6]]	6	[7, 7, 7]	[9, 9, 7, 9, 9, 5, 9, 9, 5]
[6, 0, 3, 4, 5, 1, 2]	True	[3]	[5]	[4]	[1, 2]	[[0, 1, 5, 4, 3, 2, 6]]	9	[10, 10, 11]	[8, 9, 9, 11, 12, 8, 9, 14, 10]
[6, 0, 3, 5, 1, 4, 2]	True	[3]	[4]	[5]	[1, 2]	[[0, 1, 4, 5, 3, 2, 6]]	9	[10, 10, 11]	[9, 8, 9, 12, 11, 8, 14, 9, 10]
[6, 0, 4, 2, 5, 1, 3]	True	[2]	[5]	[4]	[1, 3]	[[0, 1, 5, 4, 2, 3, 6]]	9	[10, 11, 10]	[8, 9, 9, 9, 14, 10, 11, 12, 8]
[6, 0, 4, 3, 1, 5, 2]	True	[]	[]	[4]	[1, 2]	[[0, 1, 4, 2, 6]]	4	[6, 6, 6]	[4, 8, 4, 5, 8, 5, 8, 7, 8]
[6, 0, 4, 5, 1, 2, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 4, 2, 5, 3, 6]]	7	[8, 9, 9]	[7, 7, 7, 8, 8, 8, 12, 8, 8]
[6, 0, 4, 5, 3, 1, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 5, 3, 4, 2, 6]]	7	[8, 9, 9]	[7, 7, 7, 8, 12, 8, 8, 8, 8]
[6, 0, 5, 2, 1, 4, 3]	True	[2]	[4]	[5]	[1, 3]	[[0, 1, 4, 5, 2, 3, 6]]	9	[10, 11, 10]	[9, 8, 9, 14, 9, 10, 12, 11, 8]
[6, 0, 5, 3, 4, 1, 2]	True	[]	[]	[5]	[1, 2]	[[0, 1, 5, 2, 6]]	4	[6, 6, 6]	[8, 4, 4, 8, 5, 5, 7, 8, 8]
[6, 0, 5, 4, 1, 3, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 4, 3, 5, 2, 6]]	7	[8, 9, 9]	[7, 7, 7, 12, 8, 8, 8, 8, 8]
[6, 0, 5, 4, 2, 1, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 1, 5, 2, 4, 3, 6]]	7	[8, 9, 9]	[7, 7, 7, 8, 8, 8, 8, 12, 8]
[6, 1, 0, 3, 4, 5, 2]	True	[]	[]	[]	[2]	[[0, 2, 6]]	3	[3, 3, 3]	[4, 4, 5, 5, 5, 2, 4, 4, 5]
[6, 1, 0, 4, 2, 5, 3]	True	[]	[]	[4]	[2, 3]	[[0, 2, 4, 3, 6]]	4	[6, 6, 6]	[8, 7, 8, 4, 8, 4, 5, 8, 5]
[6, 1, 0, 5, 4, 2, 3]	True	[]	[]	[5]	[2, 3]	[[0, 2, 5, 3, 6]]	4	[6, 6, 6]	[7, 8, 8, 8, 4, 4, 8, 5, 5]
[6, 1, 2, 0, 4, 5, 3]	True	[]	[]	[]	[3]	[[0, 3, 6]]	3	[3, 3, 3]	[4, 4, 5, 4, 4, 5, 5, 5, 2]
[6, 1, 2, 3, 0, 5, 4]	True	[]	[4]	[]	[]	[[0, 4, 6]]	4	[4, 4, 4]	[5, 5, 5, 5, 5, 5, 5, 5, 5]
[6, 1, 2, 3, 4, 0, 5]	True	[]	[5]	[]	[]	[[0, 5, 6]]	4	[4, 4, 4]	[5, 5, 5, 5, 5, 5, 5, 5, 5]
[6, 1, 2, 4, 0, 3, 5]	True	[]	[5]	[4]	[3]	[[0, 4, 3, 5, 6]]	5	[7, 7, 7]	[8, 9, 8, 8, 9, 8, 5, 6, 5]
[6, 1, 2, 4, 5, 0, 3]	True	[]	[5]	[4]	[3]	[[0, 5, 4, 3, 6]]	5	[7, 7, 7]	[8, 8, 9, 8, 8, 9, 5, 9, 6]
[6, 1, 2, 5, 0, 4, 3]	True	[]	[4]	[5]	[3]	[[0, 4, 5, 3, 6]]	5	[7, 7, 7]	[8, 8, 9, 8, 8, 9, 9, 5, 6]
[6, 1, 2, 5, 3, 0, 4]	True	[]	[4]	[5]	[3]	[[0, 5, 3, 4, 6]]	5	[7, 7, 7]	[9, 8, 8, 9, 8, 8, 6, 5, 5]
[6, 1, 3, 4, 0, 5, 2]	True	[3]	[]	[4]	[2]	[[0, 4, 3, 2, 6]]	5	[6, 6, 7]	[8, 8, 8, 8, 8, 4, 5, 10, 7]
